phase,id,type,status,learning_target,source_location,correct_concept,answer_position,feedback,role,content_version
4,p4-feedback,Build evidence,combined / reworded,"Error, feedback and global judgment",p4a_setback; p4a_lockdown; p4a_after_action,"Separate an observed error, useful correction and whole-person judgment. State the action to keep.",not applicable,Worked example: A late entry is an observation; using the count is a correction; “not a performer” is a global judgment. Keep the count correction. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-belief,Build evidence,combined / reworded,A believable statement,p4a_arousal_reframe; p4a_belief,Write a short evidence-based statement that leads to action without a guarantee.,not applicable,Worked example: I have practised the entry. I will use the agreed count and attend to the starting cue. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-routine,Build evidence,combined / reworded,C-B-A in context,p4a_cue; p4a_breath_plan; p4a_attach; p4a_routine_context,"Explain C, an optional comfortable B during a suitable pause, and task-appropriate A.",not applicable,Worked example: C: use the prepared count. B: a familiar comfortable pause if useful. A: listen for the agreed entry cue and begin. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-format,Build evidence,combined / reworded,Representation and perspective,p4b_sanctuary_desc; p4b_tool_name; p4b_tool_manipulation; p4b_perspective; p4b_gopro; p4b_directors_cut,"Choose imagery, writing, speaking, storyboard or walkthrough. Explain why it serves the task.",not applicable,Worked example: A spoken count with a written sequence makes Taylor’s entry clearer than detailed imagery. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-sequence,Build evidence,combined / reworded,"Sequence, cues and timing",p4b_script_va; p4b_script_k; p4b_script_e; p4b_timing_plan; p4b_realtime; p4b_master_script,Write the rehearsal sequence and explain its timing. A slowed walkthrough is acceptable when purposeful.,not applicable,"Worked example: Walk through the changed start slowly to check the cue, then rehearse the count at the relevant musical timing. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-disruption,Build evidence,combined / reworded,A likely interruption,p4b_ft_crisis,Describe a plausible interruption and how it would be noticed.,not applicable,Worked example: The usual accompaniment is unavailable before Taylor’s turn. The starting cue may therefore change. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-recovery,Build evidence,combined / reworded,Adjustment and restart,p4b_ft_reset; p4b_control_check,"Explain the first response, return cue and second option. Change representation if useful.",not applicable,"Worked example: Confirm the alternative cue, use the agreed count and begin. If the cue is still unclear, ask for an agreed restart. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-review,Build evidence,combined / reworded,"Observation, adjustment and limitation",p4a_daily_plan; p4a_narr; p4b_narrative,"State an observation to check, a possible adjustment and a limitation of the plan.",not applicable,Worked example: Check whether Taylor identifies the new cue and starts at the agreed point. Clarify the cue if needed. Selection still cannot be guaranteed. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-transfer,Build evidence,newly authored transfer/case evidence,A changed task,"supplied generation specification, Build plan",New case: a familiar solo presentation becomes a partner presentation without slides. Explain what you would keep and change.,not applicable,"Worked example: Keep preparation evidence and a believable cue. Use a printed outline, agree partner cues and rehearse a missed handover. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-opening,opening / transfer,newly authored,Identify two pieces of preparation evidence in Taylor’s case and one uncertainty. What could Taylor do next without pretending the result is guaranteed?,supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase4-2026-09-17-r1
4,guided-transfer,opening / transfer,newly authored,"Choose a different sport, artistic or academic task. Identify preparation evidence, a suitable rehearsal format and a response to one new interruption. State what your plan cannot guarantee.",supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase4-2026-09-17-r1
4,untimed-transfer,opening / transfer,newly authored,"Choose a different sport, artistic or academic task. Identify preparation evidence, a suitable rehearsal format and a response to one new interruption. State what your plan cannot guarantee.",supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase4-2026-09-17-r1
